JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer
2455822.42077,10.465,0.078,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.697,,PTF11KLY,20,STD,,,
2455822.42099,10.463,0.078,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.718,,PTF11KLY,20,STD,,,
2455822.42120,10.492,0.078,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.721,,PTF11KLY,20,STD,,,
2455822.42141,10.395,0.078,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.639,,PTF11KLY,20,STD,,,
2455822.42162,10.442,0.078,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.698,,PTF11KLY,20,STD,,,
2455822.42183,10.436,0.078,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.664,,PTF11KLY,20,STD,,,
2455822.42205,10.455,0.078,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.663,,PTF11KLY,20,STD,,,
2455822.42227,10.447,0.078,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.664,,PTF11KLY,20,STD,,,
2455822.42248,10.469,0.078,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.690,,PTF11KLY,20,STD,,,
2455822.42269,10.472,0.078,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.711,,PTF11KLY,20,STD,,,
2455822.42290,10.386,0.078,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.596,,PTF11KLY,20,STD,,,
2455822.42312,10.422,0.078,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.668,,PTF11KLY,20,STD,,,
2455822.42333,10.483,0.078,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.725,,PTF11KLY,20,STD,,,
2455822.42354,10.454,0.078,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.655,,PTF11KLY,20,STD,,,
2455822.42375,10.508,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.730,,PTF11KLY,20,STD,,,
2455822.42396,10.496,0.078,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.692,,PTF11KLY,20,STD,,,
2455822.42418,10.483,0.078,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.714,,PTF11KLY,20,STD,,,
2455822.42439,10.439,0.078,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.708,,PTF11KLY,20,STD,,,
2455822.42485,10.492,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.750,,PTF11KLY,20,STD,,,
2455822.42510,10.455,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.659,,PTF11KLY,20,STD,,,
2455822.42534,10.474,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.701,,PTF11KLY,20,STD,,,
2455822.42559,10.471,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.699,,PTF11KLY,20,STD,,,
2455822.42584,10.427,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.640,,PTF11KLY,20,STD,,,
2455822.42609,10.420,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.667,,PTF11KLY,20,STD,,,
2455822.42633,10.437,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.655,,PTF11KLY,20,STD,,,
2455822.42658,10.446,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.638,,PTF11KLY,20,STD,,,
2455822.42682,10.438,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.668,,PTF11KLY,20,STD,,,
2455822.42708,10.453,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.689,,PTF11KLY,20,STD,,,
2455822.42733,10.470,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.687,,PTF11KLY,20,STD,,,
2455822.42757,10.458,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.684,,PTF11KLY,20,STD,,,
2455822.42782,10.466,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.691,,PTF11KLY,20,STD,,,
2455822.42806,10.426,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.614,,PTF11KLY,20,STD,,,
2455822.42832,10.479,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.657,,PTF11KLY,20,STD,,,
2455822.42856,10.449,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.663,,PTF11KLY,20,STD,,,
2455822.42881,10.487,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.692,,PTF11KLY,20,STD,,,
2455822.42906,10.445,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.635,,PTF11KLY,20,STD,,,
2455822.42931,10.473,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.664,,PTF11KLY,20,STD,,,
2455822.42955,10.431,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.651,,PTF11KLY,20,STD,,,
2455822.42980,10.428,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.676,,PTF11KLY,20,STD,,,
2455822.43005,10.479,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.704,,PTF11KLY,20,STD,,,
2455822.43030,10.472,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.700,,PTF11KLY,20,STD,,,
2455822.43054,10.510,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.719,,PTF11KLY,20,STD,,,
2455822.43079,10.470,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.691,,PTF11KLY,20,STD,,,
2455822.43103,10.487,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.691,,PTF11KLY,20,STD,,,
2455822.43129,10.432,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.644,,PTF11KLY,20,STD,,,
2455822.43153,10.464,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.697,,PTF11KLY,20,STD,,,
2455822.43178,10.446,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.671,,PTF11KLY,20,STD,,,
2455822.43203,10.470,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.666,,PTF11KLY,20,STD,,,
2455822.43228,10.491,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.691,,PTF11KLY,20,STD,,,
2455822.43253,10.455,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.698,,PTF11KLY,20,STD,,,
2455822.43277,10.511,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.702,,PTF11KLY,20,STD,,,
2455822.43302,10.463,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.725,,PTF11KLY,20,STD,,,
2455822.43327,10.443,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.658,,PTF11KLY,20,STD,,,
2455822.43352,10.440,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.698,,PTF11KLY,20,STD,,,
2455822.43376,10.444,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.652,,PTF11KLY,20,STD,,,
2455822.43401,10.433,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.667,,PTF11KLY,20,STD,,,
2455822.43426,10.479,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.692,,PTF11KLY,20,STD,,,
2455822.43450,10.509,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.704,,PTF11KLY,20,STD,,,
2455822.43475,10.470,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.676,,PTF11KLY,20,STD,,,
2455822.43500,10.466,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.688,,PTF11KLY,20,STD,,,
2455822.43525,10.479,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.699,,PTF11KLY,20,STD,,,
2455822.43554,10.465,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.750,,PTF11KLY,20,STD,,,
2455822.43578,10.453,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.708,,PTF11KLY,20,STD,,,
2455822.43603,10.463,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.698,,PTF11KLY,20,STD,,,
2455822.43628,10.438,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.668,,PTF11KLY,20,STD,,,
2455822.43652,10.468,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.715,,PTF11KLY,20,STD,,,
2455822.43677,10.472,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.670,,PTF11KLY,20,STD,,,
2455822.43702,10.475,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.662,,PTF11KLY,20,STD,,,
2455822.43727,10.461,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.666,,PTF11KLY,20,STD,,,
2455822.43755,10.472,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.698,,PTF11KLY,20,STD,,,
2455822.43781,10.449,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.647,,PTF11KLY,20,STD,,,
2455822.43807,10.475,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.685,,PTF11KLY,20,STD,,,
2455822.43831,10.418,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.656,,PTF11KLY,20,STD,,,
2455822.43856,10.491,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.727,,PTF11KLY,20,STD,,,
2455822.43880,10.425,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.654,,PTF11KLY,20,STD,,,
2455822.43905,10.496,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.708,,PTF11KLY,20,STD,,,
2455822.43930,10.458,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.681,,PTF11KLY,20,STD,,,
2455822.43955,10.501,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.698,,PTF11KLY,20,STD,,,
2455822.44159,10.455,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.676,,PTF11KLY,20,STD,,,
2455822.44186,10.493,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.692,,PTF11KLY,20,STD,,,
2455822.44212,10.495,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.693,,PTF11KLY,20,STD,,,
2455822.44239,10.455,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.697,,PTF11KLY,20,STD,,,
2455822.44265,10.496,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.697,,PTF11KLY,20,STD,,,
2455822.44293,10.448,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.616,,PTF11KLY,20,STD,,,
2455822.44319,10.498,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.688,,PTF11KLY,20,STD,,,
2455822.44346,10.490,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.667,,PTF11KLY,20,STD,,,
2455822.44374,10.453,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.653,,PTF11KLY,20,STD,,,
2455822.44401,10.492,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.671,,PTF11KLY,20,STD,,,
2455822.44428,10.477,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.669,,PTF11KLY,20,STD,,,
2455822.44455,10.453,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.664,,PTF11KLY,20,STD,,,
2455822.44482,10.483,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.688,,PTF11KLY,20,STD,,,
2455822.44508,10.468,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.663,,PTF11KLY,20,STD,,,
2455822.44535,10.481,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.679,,PTF11KLY,20,STD,,,
2455822.44562,10.479,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.679,,PTF11KLY,20,STD,,,
2455822.44589,10.468,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.647,,PTF11KLY,20,STD,,,
2455822.44616,10.455,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.694,,PTF11KLY,20,STD,,,
2455822.44643,10.455,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.641,,PTF11KLY,20,STD,,,
2455822.44671,10.466,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.642,,PTF11KLY,20,STD,,,
2455822.44697,10.448,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.682,,PTF11KLY,20,STD,,,
2455822.44724,10.503,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.680,,PTF11KLY,20,STD,,,
2455822.44751,10.487,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.675,,PTF11KLY,20,STD,,,
2455822.44778,10.484,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.656,,PTF11KLY,20,STD,,,
2455822.44805,10.470,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.676,,PTF11KLY,20,STD,,,
2455822.44831,10.493,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.705,,PTF11KLY,20,STD,,,
2455822.44858,10.499,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.691,,PTF11KLY,20,STD,,,
2455822.44885,10.506,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.718,,PTF11KLY,20,STD,,,
2455822.44911,10.456,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.672,,PTF11KLY,20,STD,,,
2455822.44939,10.483,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.654,,PTF11KLY,20,STD,,,
2455822.44965,10.492,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.675,,PTF11KLY,20,STD,,,
2455822.44992,10.469,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.648,,PTF11KLY,20,STD,,,
2455822.45019,10.459,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.653,,PTF11KLY,20,STD,,,
2455822.45046,10.479,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.659,,PTF11KLY,20,STD,,,
2455822.45073,10.419,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.615,,PTF11KLY,20,STD,,,
2455822.45100,10.459,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.678,,PTF11KLY,20,STD,,,
2455822.45128,10.484,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.668,,PTF11KLY,20,STD,,,
2455822.45154,10.502,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.695,,PTF11KLY,20,STD,,,
2455822.45181,10.483,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.690,,PTF11KLY,20,STD,,,
2455822.45208,10.486,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.637,,PTF11KLY,20,STD,,,
2455822.45235,10.494,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.669,,PTF11KLY,20,STD,,,
2455822.45262,10.434,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.679,,PTF11KLY,20,STD,,,
2455822.45289,10.470,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.701,,PTF11KLY,20,STD,,,
2455822.45316,10.546,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.695,,PTF11KLY,20,STD,,,
2455822.45344,10.507,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.701,,PTF11KLY,20,STD,,,
2455822.45372,10.459,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.625,,PTF11KLY,20,STD,,,
2455822.45399,10.508,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.685,,PTF11KLY,20,STD,,,
2455822.45426,10.503,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.676,,PTF11KLY,20,STD,,,
2455822.45453,10.501,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.678,,PTF11KLY,20,STD,,,
2455822.45480,10.485,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.669,,PTF11KLY,20,STD,,,
2455822.45508,10.513,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.725,,PTF11KLY,20,STD,,,
2455822.45535,10.488,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.696,,PTF11KLY,20,STD,,,
2455822.45564,10.489,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.647,,PTF11KLY,20,STD,,,
2455822.45591,10.527,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.682,,PTF11KLY,20,STD,,,
2455822.45619,10.458,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.610,,PTF11KLY,20,STD,,,
2455822.45646,10.459,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.660,,PTF11KLY,20,STD,,,
2455822.45674,10.456,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.629,,PTF11KLY,20,STD,,,
2455822.45811,10.471,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.689,,PTF11KLY,20,STD,,,
2455822.45839,10.498,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.657,,PTF11KLY,20,STD,,,
2455822.45866,10.481,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.681,,PTF11KLY,20,STD,,,
2455822.45894,10.481,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.660,,PTF11KLY,20,STD,,,
2455822.45922,10.480,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.696,,PTF11KLY,20,STD,,,
2455822.45949,10.463,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.676,,PTF11KLY,20,STD,,,
2455822.45979,10.480,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.679,,PTF11KLY,20,STD,,,
2455822.46006,10.478,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.677,,PTF11KLY,20,STD,,,
2455822.46033,10.456,0.077,,CV,DGSA,,000-BKD-534,000-BKD-533,AAVSO 5296AGA,,0,,Z,13.991,13.656,,PTF11KLY,20,STD,,,
2455822.486545,10.110,0.01,,V,LDJ,,000-BKD-527,000-BKD-533,5296HZ,C14+ST8XME,0,1.494,Z,11.735,13.730,,SN 2011FE,27,STD,1,,
2455822.489647,10.115,0.01,,V,LDJ,,000-BKD-527,000-BKD-533,5296HZ,C14+ST8XME,0,1.512,Z,11.735,13.817,,SN 2011FE,27,STD,2,,
2455822.509,10.24,0.10,,B,RHM,U,ensemble,5249bgj,5249bgj,includes color terms,0,,Z,,,,PTF11kly,0,STD,,,
2455822.51058,10.1,,,Vis.,KRAA,,101,103,5261nx,,,,Z,,,,SN 2011FE,30,STD,,,
2455822.519,10.12,0.05,,V,RHM,U,ensemble,5249bgj,5249bgj,includes color terms,0,,Z,,,,PTF11kly,0,STD,,,
2455822.5269,10.081,0.01,,V,SHA,,ensemble,000-BKD-534,5293sg,,1,1.45,Z,,13.991,,SN 2011FE,0,STD,,,
2455822.5284,10.223,0.02,,B,SHA,,ensemble,000-BKD-534,5293sg,,1,1.46,Z,,14.557,,SN 2011FE,0,STD,,,
2455822.5297,10.501,0.01,,I,SHA,,ensemble,000-BKD-534,5293sg,Typo fixed,1,1.46,Z,,13.197,,PTF11kly,0,STD,,,
2455822.532,10.60,0.08,,I,RHM,U,ensemble,5249bgj,5249bgj,includes color terms,0,,Z,,,,PTF11kly,0,STD,,,
2455822.5340,10.045,0.01,,V,SHA,,ensemble,000-BKD-534,5293sg,,0,,Z,,13.991,,PTF11kly,0,STD,,,
2455822.5347,10.037,0.01,,V,SHA,,ensemble,000-BKD-534,5293sg,,0,,Z,,13.991,,SN 2011FE,0,STD,,,
2455822.5377,10.037,0.01,,V,SHA,,ensemble,000-BKD-534,5293sg,,0,,Z,,13.991,,SN 2011FE,0,STD,,,
2455822.5383,10.055,0.01,,V,SHA,,ensemble,000-BKD-534,5293sg,,0,,Z,,13.991,,SN 2011FE,0,STD,,,
2455822.5391,10.038,0.01,,V,SHA,,ensemble,000-BKD-534,5293sg,,0,,Z,,13.991,,SN 2011FE,0,STD,,,
2455822.5399,10.041,0.01,,V,SHA,,ensemble,000-BKD-534,5293sg,,0,,Z,,13.991,,SN 2011FE,0,STD,,,
2455822.540,10.14,0.07,,R,RHM,U,ensemble,5249bgj,5249bgj,includes color terms,0,,Z,,,,PTF11kly,0,STD,,,
2455822.5406,10.043,0.01,,V,SHA,,ensemble,000-BKD-534,5293sg,,0,,Z,,13.991,,SN 2011FE,0,STD,,,
2455822.5413,10.045,0.01,,V,SHA,,ensemble,000-BKD-534,5293sg,,0,,Z,,13.991,,SN 2011FE,0,STD,,,
2455822.5421,10.052,0.01,,V,SHA,,ensemble,000-BKD-534,5293sg,,0,,Z,,13.991,,SN 2011FE,0,STD,,,
2455822.5435,10.039,0.01,,V,SHA,,ensemble,000-BKD-534,5293sg,,0,,Z,,13.991,,SN 2011FE,0,STD,,,
2455822.5443,10.050,0.01,,V,SHA,,ensemble,000-BKD-534,5293sg,,0,,Z,,13.991,,SN 2011FE,0,STD,,,
2455822.5457,10.041,0.01,,V,SHA,,ensemble,000-BKD-534,5293sg,,0,,Z,,13.991,,SN 2011FE,0,STD,,,
